MDT_CORRIDOR_ID,SMS_REFPOST_OFFSET,CITY,COUNTY,Month,Year,SMS_TIME,SMT_CRASH_OCC_DAY_OF_WEEK,JUNCTION_RELATED,ROADWAY_RELATED,WEATHER_COND,ROAD_COND,LIGHT_COND,CRASH_SEVERITY,COLLISION_TYPE,LATITUDE,LONGITUDE
C000011N,000+0.912,GREAT FALLS,PARK,March,2014,7:44,THU,INTERSECTION-RELATED,ON ROADWAY,CLOUDY,ICE/FROST,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),REAR-END,45.03630255,-110.7160493
C000011N,000+0.912,,PARK,September,2016,0:55,TUE,INTERSECTION,ON ROADWAY,CLEAR,DRY,DARK-LIGHTED,NON-INCAPACITATING EVIDENT INJURY ACCIDENT,RIGHT ANGLE,45.03630255,-110.7160493
C000011N,001+0.061,GREAT FALLS,PARK,March,2014,12:30,MON,INTERSECTION-RELATED,ON ROADWAY,CLEAR,WET,DAYLIGHT,POSSIBLE INJURY ACCIDENT,OTHER,45.03630255,-110.7160493
C000011N,001+0.099,GREAT FALLS,PARK,April,2014,17:26,TUE,INTERSECTION,ON ROADWAY,CLOUDY,WET,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),RIGHT ANGLE,45.03630255,-110.7160493
C000011N,001+0.223,NOT IN CITY LIMITS,PARK,FEBRUARY,2017,12:15,TUE,NON-JUNCTION,ROADSIDE RIGHT,CLOUDY,WET,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.03965884,-110.7246135
C000011N,001+0.365,GREAT FALLS,PARK,March,2014,14:44,SAT,INTERSECTION-RELATED,ON ROADWAY,UNKNOWN,UNKNOWN,UNKNOWN,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.04580989,-110.7365815
C000011N,001+0.365,GREAT FALLS,PARK,March,2014,7:28,THU,INTERSECTION,ON ROADWAY,CLOUDY,ICE/FROST,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),"LEFT TURN, SAME DIRECTION",45.04580989,-110.7365815
C000011N,001+0.750,,PARK,February,2013,18:30,SAT,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.04505667,-110.7322333
C000011N,001+0.800,,PARK,September,2016,20:15,SUN,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.04524641,-110.7332364
C000011N,001+0.904,NOT IN CITY LIMITS,PARK,APRIL,2017,20:15,TUE,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.04603324,-110.7350907
C000011N,002+0.210,,PARK,March,2013,21:30,THU,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.04843751,-110.7417366
C000011N,002+0.590,,PARK,February,2013,18:00,FRI,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.05107333,-110.748425
C000011N,002+0.856,,PARK,May,2015,17:10,MON,NON-JUNCTION,ROADSIDE RIGHT,CLEAR,DRY,DAYLIGHT,NON-INCAPACITATING EVIDENT INJURY ACCIDENT,ROLL OVER,45.05350167,-110.752605
C000011N,003+0.000,,PARK,March,2015,19:55,SAT,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DUSK,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.05487,-110.75469
C000011N,003+0.000,,PARK,April,2015,7:48,THU,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.05487,-110.75469
C000011N,003+0.013,,PARK,June,2014,22:10,TUE,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.05503206,-110.7548641
C000011N,003+0.434,NOT IN CITY LIMITS,PARK,NOVEMBER,2017,13:00,WED,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.05975077,-110.7603418
C000011N,003+0.700,,PARK,February,2014,18:55,FRI,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.06282,-110.7635767
C000011N,003+0.700,,PARK,August,2014,7:20,TUE,NON-JUNCTION,SHOULDER,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),ROLL OVER,45.06275,-110.763585
C000011N,003+0.806,,PARK,August,2016,21:40,TUE,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.06407265,-110.7648428
C000011N,003+0.948,,PARK,October,2015,22:10,FRI,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.06582032,-110.7663662
C000011N,003+0.967,,PARK,January,2015,18:25,SAT,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.06607871,-110.7665201
C000011N,003+0.998,,PARK,January,2015,18:25,FRI,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.06649992,-110.7667965
C000011N,003+0.998,NOT IN CITY LIMITS,PARK,APRIL,2017,6:52,TUE,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.0665,-110.7668
C000011N,004+0.028,,PARK,September,2015,20:20,SUN,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.06692338,-110.7669604
C000011N,004+0.084,,PARK,January,2014,19:20,SAT,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.06768496,-110.7671994
C000011N,004+0.127,,PARK,January,2015,17:45,FRI,NON-JUNCTION,ON ROADWAY,CLOUDY,SNOW,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.06824227,-110.7675385
C000011N,004+0.227,,PARK,July,2015,13:50,MON,NON-JUNCTION,ON ROADWAY,RAIN,WET,DAYLIGHT,POSSIBLE INJURY ACCIDENT,WILD ANIMAL,45.0696807,-110.7679581
C000011N,004+0.290,,PARK,June,2013,21:30,WED,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.07065332,-110.768115
C000011N,004+0.295,,PARK,August,2014,21:40,SAT,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,INCAPACITATING INJURY ACCIDENT,WILD ANIMAL,45.07061854,-110.7681489
C000011N,004+0.313,,PARK,January,2016,17:31,SUN,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DUSK,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.07090181,-110.7681686
C000011N,004+0.407,,PARK,March,2014,17:45,SAT,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.07228855,-110.7684426
C000011N,004+0.431,,PARK,October,2015,5:38,TUE,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.07265132,-110.7684975
C000011N,004+0.500,,PARK,March,2013,19:56,WED,NON-JUNCTION,ON ROADWAY,CLEAR,WET,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.07363833,-110.76869
C000011N,004+0.766,,PARK,May,2015,18:00,SAT,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.07721309,-110.7706623
C000011N,004+0.766,,PARK,November,2015,12:00,TUE,NON-JUNCTION,ROADSIDE LEFT,SNOW,SLUSH,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.07714259,-110.7706512
C000011N,004+0.902,,PARK,May,2015,16:00,SAT,NON-JUNCTION,SHOULDER,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),REAR TO SIDE,45.07856768,-110.772602
C000011N,004+0.930,,PARK,July,2013,21:49,TUE,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.07905384,-110.7729505
C000011N,004+0.983,,PARK,July,2015,21:50,SAT,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.07952463,-110.7735853
C000011N,005+0.092,,PARK,June,2015,21:45,TUE,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.08094904,-110.7746382
C000011N,005+0.129,NOT IN CITY LIMITS,PARK,OCTOBER,2017,19:45,MON,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.08135449,-110.775175
C000011N,006+0.065,NOT IN CITY LIMITS,PARK,DECEMBER,2017,15:30,WED,NON-JUNCTION,ROADSIDE LEFT,CLOUDY,ICE/FROST,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.08990019,-110.7750542
C000011N,006+0.133,,PARK,January,2014,15:21,SAT,NON-JUNCTION,ROADSIDE RIGHT,CLOUDY,WET,DAYLIGHT,FATAL ACCIDENT,ROLL OVER,45.09079495,-110.7757918
C000011N,006+0.700,,PARK,August,2013,21:25,MON,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),NOT FIXED OBJECT OR DEBRIS,45.09815787,-110.7792616
C000011N,006+0.867,,PARK,July,2014,9:00,TUE,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DAYLIGHT,FATAL ACCIDENT,OTHER,45.10037167,-110.78029
C000011N,006+0.873,,PARK,July,2016,18:45,WED,DRIVEWAY/ALLEY ACCESS RELATED,ON ROADWAY,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),REAR-END,45.10057236,-110.7800129
C000011N,006+0.934,,PARK,July,2016,8:30,TUE,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.10123488,-110.780984
C000011N,007+0.066,,PARK,August,2015,12:40,TUE,NON-JUNCTION,ON ROADWAY,RAIN,WET,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.10275625,-110.7822236
C000011N,007+0.470,NOT IN CITY LIMITS,PARK,FEBRUARY,2017,7:29,FRI,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DAWN,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.10794323,-110.7861531
C000011N,007+0.545,,PARK,January,2016,17:35,THU,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.10882347,-110.7869031
C000011N,007+0.644,,PARK,November,2016,15:00,WED,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.11002765,-110.7879639
C000011N,007+0.788,,PARK,June,2015,16:50,MON,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DAYLIGHT,NON-INCAPACITATING EVIDENT INJURY ACCIDENT,REAR-END,45.11174031,-110.7895541
C000011N,007+0.793,,PARK,March,2016,20:10,FRI,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.11195634,-110.7893424
C000011N,007+0.830,,PARK,August,2015,21:45,SUN,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.11243292,-110.7896913
C000011N,007+0.855,NOT IN CITY LIMITS,PARK,FEBRUARY,2017,8:15,TUE,NON-JUNCTION,ON ROADWAY,CLEAR,WET,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.11303264,-110.7900928
C000011N,007+0.880,NOT IN CITY LIMITS,PARK,JULY,2017,9:10,FRI,INTERSECTION,ON ROADWAY,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),"LEFT TURN, SAME DIRECTION",45.11308568,-110.7901634
C000011N,008+0.370,,PARK,July,2013,16:30,SAT,NON-JUNCTION,SHOULDER,RAIN,WET,DAYLIGHT,POSSIBLE INJURY ACCIDENT,FIXED OBJECT,45.12215037,-110.7953959
C000011N,008+0.881,,PARK,January,2015,21:00,SAT,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.12858833,-110.8004467
C000011N,008+0.970,,PARK,November,2013,6:55,SAT,NON-JUNCTION,ROADSIDE LEFT,CLOUDY,DRY,DAWN,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),ROLL OVER,45.12978051,-110.8015311
C000011N,009+0.380,,PARK,August,2013,10:45,FRI,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DAYLIGHT,INCAPACITATING INJURY ACCIDENT,HEAD ON,45.13485582,-110.805992
C000011N,009+0.493,,PARK,March,2014,6:30,MON,INTERSECTION-RELATED,ON ROADWAY,CLOUDY,DRY,DAWN,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.13619804,-110.807096
C000011N,009+0.667,,PARK,June,2015,10:00,TUE,INTERSECTION-RELATED,ROADSIDE LEFT,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.138395,-110.8088317
C000011N,009+0.741,,PARK,April,2015,14:30,WED,DRIVEWAY/ALLEY ACCESS RELATED,ON ROADWAY,CLEAR,DRY,DAYLIGHT,INCAPACITATING INJURY ACCIDENT,OTHER,45.1392599,-110.8097414
C000011N,009+0.809,,PARK,June,2014,22:15,SAT,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),DOMESTIC ANIMAL,45.1401483,-110.8103933
C000011N,009+0.901,NOT IN CITY LIMITS,PARK,NOVEMBER,2017,17:40,SAT,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.14128369,-110.8114104
C000011N,009+0.939,NOT IN CITY LIMITS,PARK,OCTOBER,2017,18:20,SUN,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.14171015,-110.8119034
C000011N,010+0.020,,PARK,September,2014,2:55,FRI,NON-JUNCTION,ROADSIDE LEFT,CLEAR,MUD DIRT GRAVEL,DARK-NOT LIGHTED,UNKNOWN,ROLL OVER,45.14289056,-110.8126692
C000011N,010+0.120,NOT IN CITY LIMITS,PARK,DECEMBER,2017,19:15,FRI,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.14404279,-110.8138653
C000011N,010+0.138,NOT IN CITY LIMITS,PARK,DECEMBER,2017,19:15,FRI,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.1442414,-110.8140785
C000011N,010+0.312,,PARK,October,2016,19:40,SAT,NON-JUNCTION,ON ROADWAY,CLOUDY,WET,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.14638822,-110.8157545
C000011N,010+0.331,,PARK,May,2015,11:05,MON,NON-JUNCTION,ON ROADWAY,RAIN,WET,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),DOMESTIC ANIMAL,45.14666931,-110.8158304
C000011N,010+0.337,,PARK,August,2016,21:10,SAT,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.14678901,-110.8158482
C000011N,010+0.448,,PARK,April,2014,20:48,WED,NON-JUNCTION,ON ROADWAY,SNOW,WET,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.14819856,-110.8169597
C000011N,010+0.600,,PARK,September,2013,17:50,TUE,DRIVEWAY/ALLEY ACCESS RELATED,ON ROADWAY,CLOUDY,DRY,DAYLIGHT,INCAPACITATING INJURY ACCIDENT,REAR-END,45.15035137,-110.8181213
C000011N,010+0.647,NOT IN CITY LIMITS,PARK,MARCH,2017,7:10,MON,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.15090658,-110.8184944
C000011N,010+1.000,,PARK,September,2016,19:00,WED,DRIVEWAY/ALLEY ACCESS RELATED,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),RIGHT ANGLE,45.15535,-110.82208
C000011N,011+0.102,NOT IN CITY LIMITS,PARK,OCTOBER,2017,4:54,WED,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.1564686,-110.8234718
C000011N,011+0.196,,PARK,June,2014,23:30,FRI,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.15738833,-110.824825
C000011N,011+0.196,,PARK,June,2016,4:40,SAT,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,NON-INCAPACITATING EVIDENT INJURY ACCIDENT,WILD ANIMAL,45.15736739,-110.8248637
C000011N,011+0.203,NOT IN CITY LIMITS,PARK,MARCH,2017,7:08,TUE,NON-JUNCTION,ON ROADWAY,RAIN,WET,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.15742209,-110.8249286
C000011N,011+0.220,,PARK,August,2013,20:45,THU,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.15764525,-110.8251954
C000011N,011+0.258,,PARK,July,2016,22:10,FRI,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DARK-NOT LIGHTED,NON-INCAPACITATING EVIDENT INJURY ACCIDENT,WILD ANIMAL,45.15805374,-110.8258017
C000011N,011+0.260,,PARK,January,2013,12:19,THU,NON-JUNCTION,SHOULDER,CLOUDY,WET,DAYLIGHT,NON-INCAPACITATING EVIDENT INJURY ACCIDENT,FIXED OBJECT,45.15808167,-110.8258067
C000011N,011+0.351,,PARK,November,2016,6:10,WED,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DARK-NOT LIGHTED,NON-INCAPACITATING EVIDENT INJURY ACCIDENT,REAR-END,45.15876166,-110.8272859
C000011N,011+0.370,,PARK,May,2013,6:30,WED,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.15885433,-110.8278174
